Site,Sp,Seedlot_label,plantingyear,assessment_date_qual,num_planted,best.ht,mean.ht.survived,survival.rate,mean.perform,rating,rating_new,assessor_name_qual,SiteName,BECvar,longitude,latitude
STRO,Py,ID_Plains,2010,2020,100,2.93,1.67,95,1.58,3_Fair,3_Fair,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Ss,63025,2010,2020,100,0.92,0.49,61,0.3,4_Poor,4_Poor,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Sx,60752,2010,2020,100,2.98,1.66,98,1.62,3_Fair,2_Good,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Yc,Maritime,2010,2020,100,1.45,0.58,82,0.48,3_Fair,4_Poor,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
WHRS,At,BC_South_Int,2011,2021,100,2.92,0.64,54,0.34,4_Poor,4_Poor,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WHRS,Bl,BC_South_Int,2011,2021,100,0.72,0.25,94,0.23,3_Fair,4_Poor,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WHRS,Fdc,CoosBayOR,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WHRS,Fdi,63016,2011,2021,100,0.68,0.2,36,0.07,4_Poor,4_Poor,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WHRS,Hw,61145,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WHRS,Lw,60779,2011,2021,100,1.8,0.5,43,0.21,4_Poor,4_Poor,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WHRS,Pl,63055,2011,2021,100,3.22,0.95,75,0.71,4_Poor,4_Poor,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WHRS,Pw,61256,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WHRS,Py,ID_Plains,2011,2021,100,0.34,0.2,25,0.05,5_Fail,4_Poor,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WHRS,Sx,Local,2011,2021,100,1.8,0.64,76,0.49,3_Fair,3_Fair,Data,Whitehorse ResFor YK,.,-135.21667,60.85
WIND,At,BC_South_Int,2011,2021,100,6.89,2.24,18,0.4,5_Fail,5_Fail,Data,Wind River WA,.,-121.92897,45.79845
WIND,Ba,BC_South_Int,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Wind River WA,.,-121.92897,45.79845
WIND,Bg,Kootenay,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Wind River WA,.,-121.92897,45.79845
WIND,Cw,63035,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Wind River WA,.,-121.92897,45.79845
WIND,Fdc,63022,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Wind River WA,.,-121.92897,45.79845
WIND,Fdi,63058,2011,2021,100,4.4,3.71,6,0.22,5_Fail,3_Fair,Data,Wind River WA,.,-121.92897,45.79845
WIND,Hw,Monashee,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Wind River WA,.,-121.92897,45.79845
WIND,Lw,60779,2011,2021,100,3.41,3.41,1,0.03,5_Fail,4_Poor,Data,Wind River WA,.,-121.92897,45.79845
WIND,Pl,63020,2011,2021,100,7.08,5.59,84,4.7,1_Excellent,2_Good,Data,Wind River WA,.,-121.92897,45.79845
WIND,Pw,60785,2011,2021,100,4.67,4.03,5,0.2,5_Fail,3_Fair,Data,Wind River WA,.,-121.92897,45.79845
WIND,Py,BC_south_Int,2011,2021,100,6.47,5.14,60,3.09,3_Fair,2_Good,Data,Wind River WA,.,-121.92897,45.79845
WIND,Ss,63025,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Wind River WA,.,-121.92897,45.79845
WIND,Sx,60761,2011,2021,100,3.12,2.76,2,0.06,5_Fail,3_Fair,Data,Wind River WA,.,-121.92897,45.79845
WIND,Yc,Maritime,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Wind River WA,.,-121.92897,45.79845
WINN,Bg,Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Cw,63035,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Fdc,CoosBayOR,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Fdi,ID_north,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Hw,Monashee,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Lw,Local,2009,2019,100,2.5,1.71,2,0.03,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Pl,Local,2009,2019,100,4.06,2.49,57,1.42,4_Poor,4_Poor,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Pw,61256,2009,2019,100,0.54,0.54,1,0.01,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Py,ID_Plains,2009,2019,100,0.75,0.75,1,0.01,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Ss,63025,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Sx,Local,2009,2019,100,3.05,1.83,77,1.41,3_Fair,2_Good,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
WINN,Yc,Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Winnifred Creek,ESSFwc1,-118.51786,49.97122
