Trial_ID,Trial_Name,SppComposition_Label,PlantingYear,Project_Name,EP,Trial_Type,Latitude,Longitude,Elevation,Slope,Aspect,BGCv12,BGC,SS_NoSpace,SMR,SNR,SiteSoilFactor1,SiteSoilFactor2,SiteSoilFactor3,SitePrep,PlantingDate,PlantingSeason,Comments_Site
1659683,,S-Pli36Fdi36Lw18Sx10-1-0.2-23/I-1072(17),2017,RESULTS,,Operational,51.00977332,-119.9436014,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2017-05-16,5,
1657743,,S-Fdi60Sx19Pw11Lw10-1-0.2-25/I-1200(17),2017,RESULTS,,Operational,51.66899484,-119.4486106,,,,ICHdw3,ICHdw3,ICHmw3/01,,,,,,,2017-05-02,5,
1676855,,S-Fdi81Lw10Sx9-1-0.2-22/I-1145(17),2017,RESULTS,,Operational,50.85491332,-119.734214,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2017-04-29,4,
1691906,,S-Cw54Fdc46-2-0.4-23/E-920(19),2018,RESULTS,,Operational,49.71608808,-126.7684454,,,,CWHvh1,CWHvh1,CWHvm1/01,,,,,,,2018-03-11,3,
1685492,,S-Pli44Sx38Bl15Fdi2Lw1-1-0.1-14/H-0(17),2017,RESULTS,,Operational,54.63078658,-127.1900726,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2017-06-01,6,
1651385,,S-Pli69Sx31-2-0.2-21/E-1160(17),2017,RESULTS,,Operational,52.2011181,-121.6169102,,,,SBPSmk,SBPSmk,SBPSmk/06,,,,,,,2017-05-14,5,
1496571,,S-Pli69Sx19Bl10Fdi2-4-0.7-16/E-1079(19),2017,RESULTS,,Operational,49.55377122,-120.2636045,,,,MSxk1,MSxk1,MSxk/06,,,,,,,2017-06-13,6,
1687291,,S-Sx47Fdi35Pli16Lw2-1-0.1-20/H-908(19),2018,RESULTS,,Operational,52.45274426,-121.6307088,,,,ICHmk3,ICHmk3,ICHmk3/01,,,,,,,2018-05-31,5,
1678698,,S-Sx60Pli30Lw10-1-0.2-18/E-1385(18),2018,RESULTS,,Operational,54.14083026,-126.8033058,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2018-06-10,6,
1677151,,S-Pli66Sx24Fdi6Lw4-1-0.2-17/E-1153(17),2017,RESULTS,,Operational,49.76516847,-120.2729745,,,,MSdm2,MSdm2,MSdm2/04,,,,,,,2017-06-18,6,
1679878,,S-Pli44Fdi27Sx13Lw10Py6-1-0.4-18/E-1000(17),2017,RESULTS,,Operational,50.25678656,-120.0950447,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2017-05-13,5,
1667853,,S-Fdi58Sx21Lw21-1-0.2-23/I-1080(17),2017,RESULTS,,Operational,50.95148744,-119.5643402,,,,ICHmk2,ICHmk2,ICHmk2/01,,,,,,,2017-04-30,4,
1678990,,S-Fdi84Sx13Lw3-1-0.2-22/I-1125(17),2017,RESULTS,,Operational,50.86619788,-119.673804,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2017-04-26,4,
1675624,,S-Sx63Pli22Bl10Lw3Fdi2-1-0.2-15/H-1200(17),2017,RESULTS,,Operational,55.67811925,-126.7658463,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2017-05-27,5,
1668254,,S-Sx89Pli9Lw1Fdi1-1-0.2-11/H-1110(17),2017,RESULTS,,Operational,54.97617853,-127.2031805,,,,ICHmc1,ICHmc1,ICHmc1/01,,,,,,,2017-06-01,6,
1695846,,S-Sx58Pli32Fdi10-3-0.3-18/E-1067(18),2017,RESULTS,,Operational,54.06160414,-126.1994424,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2017-05-12,5,
1656781,,S-Fdi88Sx12-1-0.2-24/E-1200(15),2016,RESULTS,,Operational,52.46585539,-120.905284,,,,ICHwk2,ICHwk2,ICHwk2/01,,,,,,,2016-05-22,5,
1683221,,S-Fdi63Pli31Lw6-1-0.2-18/E-1060(18),2018,RESULTS,,Operational,50.55007829,-119.7665796,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2018-05-11,5,
1692034,,S-Sx51Fdc34Cw8Hw7-1-0.3-24/E-877(18),2018,RESULTS,,Operational,50.22410253,-122.4259342,,,,MHmm2,MHmm2,CWHds1/01,,,,,,,2018-05-25,5,
1684773,,S-Fdi58Pli23Lw19-1-0.2-21/E-1143(18),2018,RESULTS,,Operational,51.37572697,-119.6306707,,,,ICHdw3,ICHdw3,ICHmw3/04,,,,,,,2018-05-14,5,
1691575,,S-Sx76Fdi18Lw6-1-0.2-21/E-1200(18),2018,RESULTS,,Operational,52.65874041,-122.1043206,,,,SBSmh,SBSmh,SBSdw1/06,,,,,,,2018-05-09,5,
1691576,,S-Fdi69Sx25Lw6-1-0.2-21/E-1181(18),2018,RESULTS,,Operational,52.64813606,-122.1042738,,,,SBSdw1,SBSdw1,SBSdw1/01,,,,,,,2018-05-12,5,
1682738,,S-Sx50Fdi28Pli22-3-0.2-27/M-1200(18),2017,RESULTS,,Operational,52.41629479,-122.0259168,,,,SBSdw1,SBSdw1,SBSdw1/01,,,,,,,2017-05-19,5,
1206230,,S-Pli100-1-0.2-21/H-1200(09),2018,RESULTS,,Operational,55.40263614,-123.228552,,,,SBSmk2,SBSmk2,SBSmk2/03,,,,,,,2018-06-24,6,
1206054,,S-Pli100-1-0.2-19/H-1200(09),2018,RESULTS,,Operational,55.42274435,-123.1776854,,,,SBSmk2,SBSmk2,,,,,,,,2018-06-25,6,
1700703,,S-Sx47Pli29Bl20Lw3Fdi1-1-0.1-17/H-1200(17),2017,RESULTS,,Operational,55.1756363,-126.4733334,,,,SBSmc2,SBSmc2,ESSFmc/05,,,,,,,2017-05-28,5,
1683084,,S-Sx50Pli40Lw10-1-0.2-18/E-1400(18),2018,RESULTS,,Operational,54.20266146,-127.0345953,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2018-06-18,6,
1683149,,S-Sx60Pli30Lw10-1-0.2-18/E-1394(18),2018,RESULTS,,Operational,54.10531395,-127.2763389,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2018-06-15,6,
1662059,,S-Fdi60Lw20Pli20-1-0.2-17/E-1000(19),2017,RESULTS,,Operational,50.5821585,-119.8509557,,,,IDFdk2,IDFdk2,IDFdk1/01,,,,,,,2017-05-02,5,
1667433,,S-Lw52Fdi32Sx16-2-0.3-24/E-833(17),2017,RESULTS,,Operational,49.06920224,-118.3534203,,,,ICHmk1,ICHmk1,ICHmk1/01,,,,,,,2017-10-02,10,
1670482,,S-Fdi79Lw11Sx10-1-0.2-22/I-1166(17),2017,RESULTS,,Operational,50.95492538,-119.6054027,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2017-04-29,4,
1679252,,S-Fdi80Lw20-1-0.2-22/I-1033(17),2017,RESULTS,,Operational,50.86342179,-119.7384624,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2017-04-26,4,
1674531,,S-Hw75Bp14Fdc10Ba1-1-0.3-24/E-895(17),2017,RESULTS,,Operational,49.88741734,-126.0325824,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2017-09-28,9,
1672517,,S-Sx76Cw24-1-0.2-15/E-1200(17),2017,RESULTS,,Operational,51.04193382,-119.3451888,,,,ESSFwc2,ESSFwc2,ESSFwc2/04,,,,,,,2017-06-08,6,
1668451,,S-Sx71Pli19Fdi10-1-0.3-10/E-1200(17),2017,RESULTS,,Operational,51.89003278,-120.2363611,,,,ESSFwc2,ESSFwc2,ESSFwc2/01,,,,,,,2017-06-20,6,
1675131,,S-Fdi42Pli30Lw28-1-0.2-23/E-1095(18),2018,RESULTS,,Operational,51.26948073,-119.9728549,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2018-05-08,5,
1675029,,S-Fdi47Pli31Lw22-1-0.2-23/E-1082(18),2018,RESULTS,,Operational,51.27717646,-119.9699093,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2018-05-01,5,
1691423,,S-Fdi75Sx19Lw6-1-0.2-21/E-1200(18),2018,RESULTS,,Operational,52.6349941,-122.1064986,,,,SBSdw1,SBSdw1,SBSdw1/01,,,,,,,2018-05-08,5,
1675129,,S-Fdi52Pli29Lw19-1-0.2-23/E-1171(18),2018,RESULTS,,Operational,51.25867998,-119.9704034,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2018-05-14,5,
1699860,,S-Sx65Pli33Bl2-2-0.3-20/E-1075(18),2017,RESULTS,,Operational,53.94996435,-125.3505836,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2017-06-15,6,
1695839,,S-Sx79Pli17Bl4-3-0.4-17/E-1026(18),2017,RESULTS,,Operational,55.80678327,-126.8638294,,,,ESSFmc,ESSFmc,ESSFmc/06,,,,,,,2017-06-11,6,
1542293,,S-Sx100-1-0.1-15/H-1200(12),2017,RESULTS,,Operational,50.79691509,-122.8565108,,,,MSdc1,MSdc1,MSdc1/04,,,,,,,2017-10-06,10,
1655016,,S-Fdi67Py33-5-0.7-19/E-120(15),2018,RESULTS,,Operational,51.13587429,-120.1494232,,,,IDFmw2,IDFmw2,IDFdk2/01,,,,,,,2018-02-19,2,
1656855,,S-Fdi62Sx19Lw16Cw3-1-0.2-25/I-1155(17),2017,RESULTS,,Operational,51.3788852,-119.4181011,,,,ICHdw3,ICHdw3,ICHmw3/01,,,,,,,2017-05-03,5,
1657686,,S-Py56Fdi44-1-0.2-17/I-1000(19),2017,RESULTS,,Operational,50.60186326,-119.8304981,,,,IDFmw2,IDFmw2,IDFxh2/01,,,,,,,2017-04-24,4,
1674820,,S-Hm44Hw38Yc13Ba5-1-0.3-23/E-822(17),2017,RESULTS,,Operational,49.85292404,-126.0267469,,,,MHmm1,MHmm1,MHmm1/01,,,,,,,2017-09-26,9,
1683222,,S-Pli62Fdi20Lw9Sx9-1-0.2-15/E-976(18),2018,RESULTS,,Operational,50.55940476,-119.8483653,,,,IDFdk2,IDFdk2,IDFdk1/04,,,,,,,2018-05-12,5,
1687220,,S-Fdi63Pli37-1-0.2-15/E-537(18),2018,RESULTS,,Operational,50.57158941,-119.8418124,,,,IDFdk2,IDFdk2,IDFdk1/03,,,,,,,2018-05-13,5,
1683386,,S-Fdi49Sx37Lw14-1-0.2-18/E-1200(18),2018,RESULTS,,Operational,51.16593151,-119.9779171,,,,ICHmk2,ICHmk2,ICHmk2/05,,,,,,,2018-05-16,5,
1680339,,S-Sx75Fdi18Pli7-1-0.2-18/E-1122(18),2018,RESULTS,,Operational,51.04442004,-120.0711958,,,,ICHmk2,ICHmk2,ICHmk2/01,,,,,,,2018-05-12,5,
1669844,,S-Fdi44Lw24Pli22Sx10-1-0.2-19/E-1200(18),2018,RESULTS,,Operational,51.29675873,-120.2500875,,,,ICHmk2,ICHmk2,ICHmk2/01,,,,,,,2018-05-13,5,
1694978,,S-Sx51Pli49-3-0.3-20/E-1141(18),2017,RESULTS,,Operational,54.03741168,-126.2573718,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2017-05-17,5,
1651232,,S-Pli60Fdi40-1-0.2-13/E-900(18),2018,RESULTS,,Operational,50.08971179,-121.0782346,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2018-05-15,5,
1645040,,S-Pli77Fdi9Lw8Sx6-1-0.2-13/E-1130(18),2018,RESULTS,,Operational,49.90874006,-120.952192,,,,IDFdk2,IDFdk2,MSdm2/04,,,,,,,2018-05-16,5,
1655506,,S-Pli63Fdi26Lw11-1-0.2-16/E-1150(18),2018,RESULTS,,Operational,50.07761464,-121.0161028,,,,IDFdk1,IDFdk1,MSdm2/04,,,,,,,2018-05-17,5,
1667846,,S-Fdi56Pw24Lw20-1-0.2-22/I-1200(17),2017,RESULTS,,Operational,51.65859651,-119.4459558,,,,ICHdw3,ICHdw3,ICHmw3/04,,,,,,,2017-05-06,5,
1656859,,S-Fdi62Lw19Sx19-1-0.2-23/I-1015(17),2017,RESULTS,,Operational,51.17132413,-119.8264949,,,,ICHmk2,ICHmk2,ICHmk2/01,,,,,,,2017-05-11,5,
1659287,,S-Fdi55Lw24Sx21-1-0.2-23/I-1200(17),2017,RESULTS,,Operational,50.95806062,-119.5566754,,,,ICHmk2,ICHmk2,ICHmk2/01,,,,,,,2017-05-08,5,
1659682,,S-Fdi61Sx21Lw18-1-0.2-22/I-1107(17),2017,RESULTS,,Operational,51.1603341,-119.8683489,,,,ICHmk2,ICHmk2,ICHmk2/04,,,,,,,2017-05-11,5,
1690472,,S-Cw65Hw35-1-0.3-29/E-771(17),2017,RESULTS,,Operational,49.86744783,-126.4273859,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,2017-10-14,10,
1683428,,S-Sx61Pl31Fdi4Lw4-1-0.2-15/H-1090(17),2017,RESULTS,,Operational,55.23736642,-126.6301666,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2017-05-27,5,
1683150,,S-Sx60Pli30Lw10-1-0.2-18/E-1376(18),2018,RESULTS,,Operational,54.46483603,-126.7982456,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2018-05-31,5,
1679509,,S-Fdi60Lw19Py13Pli8-1-0.3-16/E-1400(18),2018,RESULTS,,Operational,50.85849257,-120.1202544,,,,IDFdk2,IDFdk2,IDFdk1/04,,,,,,,2018-04-30,4,
1679510,,S-Fdi73Lw19Pli5Py3-1-0.3-17/E-1200(18),2018,RESULTS,,Operational,50.85479849,-120.0994862,,,,IDFdk2,IDFdk2,IDFdk1/04,,,,,,,2018-04-26,4,
1683145,,S-Sx100-2-0.3-21/E-1400(18),2018,RESULTS,,Operational,54.06024231,-127.3626799,,,,SBSmc2,SBSmc2,SBSmc2/09,,,,,,,2018-05-30,5,
1684467,,S-Pli71Fdi29-1-0.1-15/H-1286(18),2018,RESULTS,,Operational,54.23896845,-125.1330791,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2018-05-19,5,
1660419,,S-Fdi41Pli28Lw22Sx9-1-0.2-19/E-1354(17),2017,RESULTS,,Operational,50.57712097,-119.8246314,,,,ICHmk2,ICHmk2,IDFdk2/01,,,,,,,2017-05-15,5,
1670317,,S-Fdi50Pli29Lw21-1-0.2-21/I-1040(17),2017,RESULTS,,Operational,51.01416978,-120.0126562,,,,IDFdk2,IDFdk2,MSdm2/01,,,,,,,2017-06-16,6,
1662365,,S-Pli68Fdi19Sx13-1-0.2-18/E-1200(17),2017,RESULTS,,Operational,51.60856037,-119.4934653,,,,ESSFwc2,ESSFwc2,SBSmm/01,,,,,,,2017-05-20,5,
1693696,,S-Pl59Lw20Sx15Fdi6-1-0.3-21/E-1200(18),2018,RESULTS,,Operational,49.69454947,-117.8803167,,,,ESSFwc4,ESSFwc4,ESSFwc4/03,,,,,,,2018-06-27,6,
1678042,,S-Fdi72Lw23Pli5-1-0.3-17/E-1350(18),2018,RESULTS,,Operational,50.86214907,-120.1180856,,,,IDFdk2,IDFdk2,IDFdk1/04,,,,,,,2018-04-30,4,
1683078,,S-Sx50Pli40Lw10-1-0.2-18/E-1387(18),2018,RESULTS,,Operational,53.81861264,-126.6363858,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2018-06-26,6,
1682721,,S-Sx61Pli29Lw10-1-0.2-18/E-1393(18),2018,RESULTS,,Operational,54.76539839,-126.3969762,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2018-06-07,6,
1674743,,S-Sx46Pli46Bl8-1-0.2-12/E-1200(18),2018,RESULTS,,Operational,49.27347274,-120.4435197,,,,ESSFxc1,ESSFxc1,ESSFxc/01,,,,,,,2018-06-30,6,
1670453,,S-Fdi37Pli31Sx19Lw13-1-0.2-19/I-1200(17),2017,RESULTS,,Operational,51.00652686,-120.0106387,,,,MSdm3,MSdm3,MSdm2/04,,,,,,,2017-06-14,6,
1670450,,S-Fdi61Py20Lw19-1-0.2-19/E-1400(17),2017,RESULTS,,Operational,50.93116689,-120.0019838,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2017-04-13,4,
1657689,,S-Fdi36Pli28Lw20Sx16-1-0.2-22/I-1200(17),2017,RESULTS,,Operational,51.00479139,-119.9344109,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2017-05-21,5,
1673215,,S-Pli62Lw14Fdi13Sx11-1-0.2-22/E-1200(18),2018,RESULTS,,Operational,53.70743701,-123.4799243,,,,SBSdw3,SBSdw3,SBSdw3/01,,,,,,,2018-05-16,5,
1644604,,S-Pli65Sx21Fdi14-1-0.3-15/E-1157(17),2017,RESULTS,,Operational,49.81280255,-120.4303605,,,,MSxk1,MSxk1,MSxk/01,,,,,,,2017-05-15,5,
1680633,,S-Fdi70Pli20Lw10-1-0.3-17/E-1222(18),2018,RESULTS,,Operational,50.8527128,-120.1297118,,,,IDFdk2,IDFdk2,IDFdk1/01,,,,,,,2018-04-27,4,
1468152,,S-Hm41Fdc34Yc25-1-0.2-22/E-960(14),2013,RESULTS,,Operational,49.88401817,-126.1488118,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2013-09-25,9,
1687277,,S-Pli81Sx19-1-0.1-13/H-1160(17),2018,RESULTS,,Operational,54.22025496,-124.7251668,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2018-06-03,6,
1685515,,S-Cw36Sx21Hw18Pli18Bl7-1-0.2-17/E-1040(18),2018,RESULTS,,Operational,55.18822035,-122.0277988,,,,ESSFwk2,ESSFwk2,ICHmc2/01,,,,,,,2018-09-20,9,
1662061,,S-Pli44Fdi43Lw7Sx6-1-0.2-24/I-1171(19),2017,RESULTS,,Operational,50.59400293,-119.7714066,,,,MSdm3,MSdm3,MSdm2/06,,,,,,,2017-06-08,6,
1677893,,S-Pli77Sx17Lw6-1-0.2-16/E-1117(17),2017,RESULTS,,Operational,51.66126431,-120.9477298,,,,SBSdw2,SBSdw2,SBSdw2/01,,,,,,,2017-09-26,9,
1671778,,S-Sx94Cw6-1-0.2-18/E-1120(18),2017,RESULTS,,Operational,51.22951032,-119.8042786,,,,ICHmk2,ICHmk2,ICHmk2/01,,,,,,,2017-06-05,6,
1662366,,S-Pli68Sx22Fdi10-1-0.2-18/E-1200(17),2017,RESULTS,,Operational,51.6212875,-119.5044942,,,,ESSFwc2,ESSFwc2,ICHmw3/01,,,,,,,2017-05-20,5,
1683147,,S-Sx60Pli30Lw10-1-0.2-18/E-1400(18),2018,RESULTS,,Operational,54.46513442,-126.7855557,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2018-05-23,5,
1661863,,S-Cw48Hw31Fdc17Ba4-2-0.2-28/E-800(17),2017,RESULTS,,Operational,50.39893297,-124.8301651,,,,CWHdm,CWHdm,CWHvm1/01,,,,,,,2017-03-28,3,
1649817,,S-Pli64Fdi24Lw9Sx3-1-0.3-17/E-1200(17),2017,RESULTS,,Operational,49.74718543,-120.8143659,,,,MSdm2,MSdm2,MSdm2/04,,,,,,,2017-05-18,5,
1656196,,S-Pli68Sx18Fdi14-1-0.2-19/E-1183(17),2017,RESULTS,,Operational,49.57013203,-120.8312115,,,,MSdm2,MSdm2,MSdm2/01,,,,,,,2017-06-05,6,
1645966,,S-Pli70Lw20Fdi10-1-0.3-17/E-1200(17),2017,RESULTS,,Operational,49.69835385,-120.5676881,,,,MSdm2,MSdm2,MSdm2/04,,,,,,,2017-05-27,5,
1678480,,S-Fdi56Pw19Sx15Cw9Hw1-2-0.5-24/E-1083(18),2017,RESULTS,,Operational,51.75308906,-117.7049557,,,,ICHwk1,ICHwk1,ICHwk1/05,,,,,,,2017-06-25,6,
1680236,,S-Fdi42Sx33Pw15Yc5Cw5-2-0.4-24/E-892(18),2017,RESULTS,,Operational,51.75901977,-117.7132073,,,,ICHwk1,ICHwk1,ICHwk1/05,,,,,,,2017-06-25,6,
1647087,,S-Fdi60Pli19Py16Lw5-2-0.2-19/E-1000(18),2018,RESULTS,,Operational,50.91304511,-122.681584,,,,IDFxc,IDFxc,IDFdk2/01,,,,,,,2018-04-30,4,
1686734,,S-Hw60Ba32Pw8-1-0.2-25/E-900(18),2018,RESULTS,,Operational,50.58715151,-127.3493007,,,,CWHvm1,CWHvm1,CWHvm1/06,,,,,,,2018-03-09,3,
1686399,,S-Fdc80Cw15Pw5-1-0.3-25/E-950(18),2018,RESULTS,,Operational,49.64438992,-126.2223517,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,2018-04-03,4,
1682157,,S-Pli36Sx30Lw18Fdi16-1-0.2-21/E-1185(17),2017,RESULTS,,Operational,52.42844107,-122.0075165,,,,SBSdw1,SBSdw1,SBSdw1/01,,,,,,,2017-05-19,5,
1688957,,S-Pli73Sx27-1-0.2-15/E-1180(17),2017,RESULTS,,Operational,50.31588644,-120.746864,,,,IDFdk1,IDFdk1,MSxk/01,,,,,,,2017-06-19,6,
106698,,S-Pli64Lw36-1-0.3-18/E-1000(17),2017,RESULTS,,Operational,49.82985307,-120.5182156,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2017-05-13,5,
1660570,,S-Pli48Sx39Fdi13-4-0.4-18/E-700(19),2017,RESULTS,,Operational,50.44455624,-120.1244,,,,IDFdk1,IDFdk1,IDFdk1/06,,,,,,,2017-05-14,5,
1660498,,S-Pli65Sx28Fdi7-3-0.2-18/E-920(19),2017,RESULTS,,Operational,50.43460906,-120.1772433,,,,IDFdk1,IDFdk1,IDFdk1/06,,,,,,,2017-05-11,5,
1660567,,S-Sx63Pli26Fdi11-4-0.4-16/E-486(19),2017,RESULTS,,Operational,50.42890634,-120.1483857,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2017-05-11,5,
1663140,,S-Cw62Fdc27Pw11-1-0.2-28/E-900(15),2018,RESULTS,,Operational,50.57124215,-127.5177684,,,,CWHvm1,CWHvm1,CWHvm1/05,,,,,,,2018-03-22,3,
1716368,,S-Sx49Pli41Lw10-1-0.1-15/H-1133(17),2017,RESULTS,,Operational,55.18816418,-126.5122053,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2017-05-16,5,
1664018,,S-Pli73Sx20Lw7-1-0.2-15/E-1444(18),2018,RESULTS,,Operational,53.80907362,-124.9794648,,,,SBSmc2,SBSmc2,SBSmc2/03,,,,,,,2018-06-21,6,
1664642,,S-Pli64Fdi14Sx11Lw11-1-0.1-20/E-1299(19),2017,RESULTS,,Operational,51.47767582,-120.9629009,,,,SBSdw2,SBSdw2,SBSdw2/01,,,,,,,2017-06-23,6,
1686294,,S-Fdc93Cw5Pw2-1-0.3-32/E-1000(17),2018,RESULTS,,Operational,49.91402792,-126.1021493,,,,CWHvm1,CWHvm1,CWHvm1/05,,,,,,,2018-04-23,4,
1668637,,S-Pli74Lw17Sx8Fdi1-1-0.2-15/E-1083(17),2017,RESULTS,,Operational,50.40589219,-121.0702392,,,,MSxk2,MSxk2,MSxk/01,,,,,,,2017-06-05,6,
1648717,,S-Fdi76Pli16Lw4Cw3Sx1-4-0.4-23/E-1160(19),2017,RESULTS,,Operational,51.09231858,-119.979405,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2017-05-07,5,
1236712,,S-Pli86Lw9Sx5-1-0.2-17/E-1736(18),2018,RESULTS,,Operational,53.66864536,-124.8783302,,,,SBSdk,SBSdk,SBSdk/02,,,,,,,2018-06-21,6,
1643603,,S-Pli74Sx18Lw8-1-0.2-16/E-1243(18),2018,RESULTS,,Operational,54.28586031,-124.8286587,,,,SBSdk,SBSdk,SBSdk/03,,,,,,,2018-06-21,6,
1663174,,S-Pli58Sx38Fdi4-1-0.2-18/E-1152(17),2017,RESULTS,,Operational,51.57694684,-120.7254597,,,,SBSmc1,SBSmc1,SBSmc1/01,,,,,,,2017-06-30,6,
1647713,,S-Pli66Fdi18Sx16-1-0.2-20/E-1174(17),2017,RESULTS,,Operational,51.37157224,-121.2246469,,,,IDFdk3,IDFdk3,IDFdk3/01,,,,,,,2017-05-12,5,
1669369,,S-Sx48Pli42Bl10-3-0.3-19/E-962(19),2017,RESULTS,,Operational,54.69465906,-127.2285832,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2017-07-04,7,
1684482,,S-Fdc83Pw17-1-0.3-24/E-1143(18),2018,RESULTS,,Operational,49.72598324,-126.0060525,,,,CWHvm1,CWHvm1,CWHxm2/01,,,,,,,2018-05-01,5,
1684232,,S-Fdi57Lw15Sx15Pli7Cw6-1-0.2-18/E-1390(18),2018,RESULTS,,Operational,51.19630387,-119.9080747,,,,ICHmk2,ICHmk2,ICHmk2/01,,,,,,,2018-05-20,5,
1688768,,S-Sx47Fdi44Py9-1-0.2-18/E-1000(17),2017,RESULTS,,Operational,50.81556381,-123.1799428,,,,ESSFdh2,ESSFdh2,IDFdk2/01,,,,,,,2017-05-19,5,
1660589,,S-Pli59Fdi27Sx14-4-0.5-18/E-960(19),2017,RESULTS,,Operational,50.44620942,-120.1327191,,,,IDFdk1,IDFdk1,IDFdk1/06,,,,,,,2017-05-13,5,
1696861,,S-Sx59Pli36Fdi3Lw2-1-0.1-16/H-0(17),2017,RESULTS,,Operational,55.23301986,-126.6134013,,,,SBSmc2,SBSmc2,SBSmc2/06,,,,,,,2017-05-27,5,
1673203,,S-Pli98Sx2-1-0.1-19/E-1200(18),2018,RESULTS,,Operational,53.75892986,-123.4325948,,,,SBSdw3,SBSdw3,SBSdw3/05,,,,,,,2018-05-24,5,
1673205,,S-Sx63Pli37-1-0.3-23/E-1200(18),2018,RESULTS,,Operational,53.7289374,-123.4771801,,,,SBSdw3,SBSdw3,SBSdw3/07,,,,,,,2018-05-26,5,
1673201,,S-Fdi48Lw34Pli10Sx8-1-0.3-20/E-1200(18),2018,RESULTS,,Operational,53.75705725,-123.4161629,,,,SBSdw3,SBSdw3,SBSdw3/01,,,,,,,2018-05-22,5,
1688344,,S-Fdc88Pw7Cw4Hw1-1-0.2-36/E-850(18),2018,RESULTS,,Operational,50.49083367,-127.5495987,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,2018-03-27,3,
1647097,,S-At76Pli18Sx6-6-1.5-20/H-364(18),2018,RESULTS,,Operational,54.69400576,-127.0879215,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2018-05-15,5,
1660258,,S-Pli70Lw30-1-0.3-21/E-1399(17),2017,RESULTS,,Operational,54.73211469,-123.610899,,,,SBSmk1,SBSmk1,SBSmk1/05,,,,,,,2017-06-15,6,
1688372,,S-Fdc50Cw34Pw16-1-0.3-28/E-914(18),2018,RESULTS,,Operational,49.64350725,-126.2421518,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,2018-03-22,3,
1669926,,S-Pli100-2-0.2-15/E-1000(17),2017,RESULTS,,Operational,51.49302257,-122.6962722,,,,MSxv,MSxv,MSxv/04,,,,,,,2017-06-01,6,
1673439,,S-Sx53Pli23Lw13Fdi11-1-0.3-19/E-1200(18),2018,RESULTS,,Operational,53.67550241,-123.442327,,,,SBSmw,SBSmw,SBSmw/01,,,,,,,2018-05-28,5,
1688174,,S-Pli63Sx34Bl3-1-0.1-20/E-1167(17),2017,RESULTS,,Operational,54.78603874,-127.5109351,,,,ICHmc1,ICHmc1,SBSmc2/06,,,,,,,2017-07-06,7,
1652704,,S-Sx63Pli37-3-0.4-19/E-1107(19),2016,RESULTS,,Operational,54.80519414,-127.4946124,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2016-06-30,6,
1689250,,S-Fdc64Ba21Ss15-1-0.3-28/E-1183(18),2018,RESULTS,,Operational,49.97774753,-126.2622175,,,,CWHvm1,CWHvm1,CWHmm1/08,,,,,,,2018-04-15,4,
