Trial_ID,Trial_Name,SppComposition_Label,PlantingYear,Project_Name,EP,Trial_Type,Latitude,Longitude,Elevation,Slope,Aspect,BGCv12,BGC,SS_NoSpace,SMR,SNR,SiteSoilFactor1,SiteSoilFactor2,SiteSoilFactor3,SitePrep,PlantingDate,PlantingSeason,Comments_Site,SppVar,Seedlots,Seed_Class,StockType,Num_Planted,Planting_Comments,Assessor_Qual,Qual_Date,Qualitative_Vigour,Vigour_Variability,Best_Height_Offsite,Survival_est,Damage_Comments,SiteIndex,SiteIndex_Method,Local_Spp1,Best_Height_Local1,Local_Spp2,Best_Height_Local2,Local_Spp3,Best_Height_Local3
1294550,"",S-Pli46Fdi38Lw16-4-1.3-18/E-960(14),2011,RESULTS,"",Operational,54.09621231,-123.3802323,,,,SBSdw3,SBSdw3,SBSdw3/04,"",,,,,,2011-05-27,5,"",LW,60780,A,CTAIN,2970,,,,,,,,,18,,,,,,,
1316555,"",S-Pli80Sx17Fdi3-4-0.6-22/E-1159(14),2011,RESULTS,"",Operational,53.05187446,-122.7772305,,,,SBSmc2,SBSmc2,SBSdw1/01,"",,,,,,2011-05-21,5,"",FDI,63016,A,CTAIN,7830,,,,,,,,,22,,,,,,,
1238610,"",S-Pli71Sx24Fdi5-1-0.1-18/E-1200(11),2011,RESULTS,"",Operational,52.74839749,-122.6879921,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2011-05-14,5,"",FDI,8376,B,CTAIN,3780,,,,,,,,,18,,,,,,,
1315869,"",S-Pli75Sx25-1-0.1-18/E-1140(12),2011,RESULTS,"",Operational,52.75807908,-122.6780459,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2011-05-20,5,"",FDI,8376,B,CTAIN,13500,,,,,,,,,18,,,,,,,
1432591,"",S-Pli60Sx39Fdi1-6-1.0-20/E-1186(17),2011,RESULTS,"",Operational,54.19027458,-125.3919727,,,,SBSmc2,SBSmc2,SBSdk/01,"",,,,,,2011-06-30,6,"",LW,63064,A,CTAIN,11340,,,,,,,,,20,,,,,,,
1432591,"",S-Pli60Sx39Fdi1-6-1.0-20/E-1186(17),2011,RESULTS,"",Operational,54.19027458,-125.3919727,,,,SBSmc2,SBSmc2,SBSdk/01,"",,,,,,2011-06-30,6,"",FDI,48678,B,CTAIN,38110,,,,,,,,,20,,,,,,,
1651307,"",S-Pli55Sx45-2-0.3-20/E-1200(17),2017,RESULTS,"",Operational,52.19996831,-121.649096,,,,SBPSmk,SBPSmk,SBPSmk/06,"",,,,,,2017-06-23,6,"",LW,63291,A,CTAIN,7560,,,,,,,,,20,,,,,,,
1183611,"",S-Pli89Sx11-1-0.1-20/E-1200(14),2009,RESULTS,"",Operational,53.32238404,-123.5604354,,,,SBPSdc,SBPSdc,SBPSdc/01,"",,,,,,2009-05-12,5,"",LW,60748,A,CTAIN,705,,,,,,,,,20,,,,,,,
1224470,"",S-Hw60Bl20Sx20-175-26.0-19/E-0(17),2011,RESULTS,"",Operational,56.36797488,-129.2662829,,,,ICHvc,ICHvc,"","",,,,,,2011-09-20,9,"",BA,39636,B,CTAIN,270,,,,,,,,,19,,,,,,,
66112,"",S-Pli97Sx3-12-3.8-21/I-1086(10),2011,RESULTS,"",Operational,54.45054386,-125.6444362,,,,SBSmc2,SBSmc2,SBSdk/01,"",,,,,,2011-06-30,6,"",FDI,48678,B,CTAIN,900,,,,,,,,,21,,,,,,,
1385080,"",S-Sx50Pli48Bl2-2-0.3-21/E-1140(13),2011,RESULTS,"",Operational,54.60470367,-125.8751598,,,,SBSmc2,SBSmc2,SBSmc2/05,"",,,,,,2011-06-29,6,"",FDI,48678,B,CTAIN,1080,,,,,,,,,21,,,,,,,
1385069,"",S-Sx59Pli41-2-0.3-21/E-1125(13),2011,RESULTS,"",Operational,54.59964672,-125.8693872,,,,SBSmc2,SBSmc2,SBSmc2/09,"",,,,,,2011-06-24,6,"",FDI,48678,B,CTAIN,2430,,,,,,,,,21,,,,,,,
1007912,"",S-Pli77Sx23-12-3.2-20/E-1160(17),2011,RESULTS,"",Operational,54.23835549,-125.1350374,,,,SBSmc2,SBSmc2,SBSdk/01,"",,,,,,2011-06-30,6,"",FDI,48678,B,CTAIN,630,,,,,,,,,20,,,,,,,
1385050,"",S-Pli68Sx32-1-0.2-18/E-1179(11),2011,RESULTS,"",Operational,54.42787899,-125.4011735,,,,SBSdk,SBSdk,SBSmc2/01,"",,,,,,2011-05-19,5,"",FDI,48678,B,CTAIN,4725,,,,,,,,,18,,,,,,,
68390,"",S-Pli52Sx48-14-3.4-19/E-900(12),2011,RESULTS,"",Operational,54.34261076,-126.0787693,,,,SBSdk,SBSdk,SBSdk/05,"",,,,,,2011-07-01,7,"",FDI,48678,B,CTAIN,1890,,,,,,,,,19,,,,,,,
1385053,"",S-Pli65Sx35-1-0.2-18/E-1200(11),2011,RESULTS,"",Operational,54.36169561,-125.4288839,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2011-06-04,6,"",FDI,48678,B,CTAIN,3795,,,,,,,,,18,,,,,,,
1319990,"",S-Pli57Sx43-1-0.2-18/E-920(11),2011,RESULTS,"",Operational,54.40120763,-125.8756434,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2011-06-24,6,"",FDI,48678,B,CTAIN,360,,,,,,,,,18,,,,,,,
1385336,"",S-Sx90Pli10-4-0.6-21/E-1200(14),2011,RESULTS,"",Operational,54.36388699,-125.8060998,,,,SBSmc2,SBSmc2,SBSmc2/05,"",,,,,,2011-06-24,6,"",FDI,48678,B,CTAIN,5985,,,,,,,,,21,,,,,,,
1374311,"",S-Pli92Fdi8-1-0.3-18/E-990(11),2011,RESULTS,"",Operational,52.00259472,-120.9634133,,,,ESSFwk1,ESSFwk1,SBSmc1/01,"",,,,,,2011-06-04,6,"",LW,63064,A,CTAIN,16780,,,,,,,,,18,,,,,,,
1319989,"",S-Pli54Sx46-1-0.2-18/E-1200(11),2011,RESULTS,"",Operational,54.40058479,-125.8740229,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2011-06-24,6,"",FDI,48678,B,CTAIN,375,,,,,,,,,18,,,,,,,
1411830,"",S-Pli58Sx39Fdi3-11-3.8-20/E-1320(16),2006,RESULTS,"",Operational,54.17792716,-125.7931262,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,1541,,,,,,,,,20,,,,,,,
1411830,"",S-Pli58Sx39Fdi3-11-3.8-20/E-1320(16),2006,RESULTS,"",Operational,54.17792716,-125.7931262,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",LW,60757,A,CTAIN,725,,,,,,,,,20,,,,,,,
1466150,"",S-Pli63Sx34Fdi3-10-3.9-20/E-1280(16),2006,RESULTS,"",Operational,54.17555863,-125.7976354,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,655,,,,,,,,,20,,,,,,,
1466150,"",S-Pli63Sx34Fdi3-10-3.9-20/E-1280(16),2006,RESULTS,"",Operational,54.17555863,-125.7976354,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",LW,60757,A,CTAIN,264,,,,,,,,,20,,,,,,,
1413690,"",S-Pli59Sx41-10-3.6-20/E-1480(16),2006,RESULTS,"",Operational,54.17350816,-125.7894545,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,1096,,,,,,,,,20,,,,,,,
1413690,"",S-Pli59Sx41-10-3.6-20/E-1480(16),2006,RESULTS,"",Operational,54.17350816,-125.7894545,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",LW,60757,A,CTAIN,516,,,,,,,,,20,,,,,,,
1466230,"",S-Pli53Sx44Fdi3-9-3.3-20/E-1400(16),2006,RESULTS,"",Operational,54.17174009,-125.7989533,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,867,,,,,,,,,20,,,,,,,
1466230,"",S-Pli53Sx44Fdi3-9-3.3-20/E-1400(16),2006,RESULTS,"",Operational,54.17174009,-125.7989533,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",LW,60757,A,CTAIN,349,,,,,,,,,20,,,,,,,
1466292,"",S-Pli61Sx39-10-4.6-20/E-1360(16),2006,RESULTS,"",Operational,54.17869527,-125.7825539,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,580,,,,,,,,,20,,,,,,,
1466292,"",S-Pli61Sx39-10-4.6-20/E-1360(16),2006,RESULTS,"",Operational,54.17869527,-125.7825539,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",LW,60757,A,CTAIN,273,,,,,,,,,20,,,,,,,
1466270,"",S-Pli62Sx35Bl3-13-4.7-18/E-1200(16),2006,RESULTS,"",Operational,54.18136135,-125.7740044,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,1182,,,,,,,,,18,,,,,,,
1466270,"",S-Pli62Sx35Bl3-13-4.7-18/E-1200(16),2006,RESULTS,"",Operational,54.18136135,-125.7740044,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",LW,60757,A,CTAIN,557,,,,,,,,,18,,,,,,,
1126790,"",S-Sx85Lw11Pli4-1-0.3-20/E-1200(11),2011,RESULTS,"",Operational,53.18959676,-122.4031903,,,,SBSdw1,SBSdw1,SBSdw1/07,"",,,,,,2011-06-15,6,"",LW,60780,A,CTAIN,500,,,,,,,,,20,,,,,,,
1126791,"",S-Sx93Lw7-1-0.3-20/E-1200(11),2011,RESULTS,"",Operational,53.19468737,-122.4016808,,,,SBSdw1,SBSdw1,SBSdw1/07,"",,,,,,2011-06-15,6,"",LW,60780,A,CTAIN,500,,,,,,,,,20,,,,,,,
1149050,"",S-Fdi44Pli25Sx25Bl6-1-0.3-18/E-1200(11),2011,RESULTS,"",Operational,54.27857414,-122.8819727,,,,SBSmk1,SBSmk1,SBSmk1/04,"",,,,,,2011-06-15,6,"",LW,60780,A,CTAIN,900,,,,,,,,,18,,,,,,,
1072970,"",S-Pli70Sx20Lw10-10-2.8-20/E-1240(16),2006,RESULTS,"",Operational,54.17767705,-125.77809,,,,SBSdk,SBSdk,SBSdk,"",,,,,,2006-05-30,5,"",LW,60757,A,CTAIN,460,,,,,,,,,20,,,,,,,
1072970,"",S-Pli70Sx20Lw10-10-2.8-20/E-1240(16),2006,RESULTS,"",Operational,54.17767705,-125.77809,,,,SBSdk,SBSdk,SBSdk,"",,,,,,2006-05-30,5,"",FDI,8451,B,CTAIN,976,,,,,,,,,20,,,,,,,
1072969,"",S-Pli55Sx45-11-3.3-20/E-1280(16),2006,RESULTS,"",Operational,54.17783653,-125.7708422,,,,SBSdk,SBSdk,SBSdk,"",,,,,,2006-05-30,5,"",FDI,8451,B,CTAIN,1164,,,,,,,,,20,,,,,,,
1072969,"",S-Pli55Sx45-11-3.3-20/E-1280(16),2006,RESULTS,"",Operational,54.17783653,-125.7708422,,,,SBSdk,SBSdk,SBSdk,"",,,,,,2006-05-30,5,"",LW,60757,A,CTAIN,548,,,,,,,,,20,,,,,,,
1466253,"",S-Pli53Sx38Lw9-11-3.7-20/E-1360(16),2007,RESULTS,"",Operational,54.18686832,-125.7666977,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2007-05-31,5,"",LW,60757,A,CTAIN,2332,,,,,,,,,20,,,,,,,
1365091,"",S-Pli59Sx41-3-0.3-18/E-1000(14),2012,RESULTS,"",Operational,53.90390293,-125.5399871,,,,SBSdk,SBSdk,SBSmc2/01,"",,,,,,2012-06-23,6,"",LW,63291,A,CTAIN,135,,,,,,,,,18,,,,,,,
1365091,"",S-Pli59Sx41-3-0.3-18/E-1000(14),2012,RESULTS,"",Operational,53.90390293,-125.5399871,,,,SBSdk,SBSdk,SBSmc2/01,"",,,,,,2012-06-23,6,"",FDI,53670,B,CTAIN,540,,,,,,,,,18,,,,,,,
1329651,"",S-Pli63Sx24Fdi13-7-1.6-18/E-1158(18),2012,RESULTS,"",Operational,53.80141295,-125.4406735,,,,SBSdk,SBSdk,SBSdk/05,"",,,,,,2012-06-18,6,"",FDI,53670,B,CTAIN,9180,,,,,,,,,18,,,,,,,
1329651,"",S-Pli63Sx24Fdi13-7-1.6-18/E-1158(18),2012,RESULTS,"",Operational,53.80141295,-125.4406735,,,,SBSdk,SBSdk,SBSdk/05,"",,,,,,2012-06-18,6,"",LW,63291,A,CTAIN,7245,,,,,,,,,18,,,,,,,
2649,"",S-Sx72Pli28-7-0.5-20/E-914(15),2012,RESULTS,"",Operational,54.46512813,-126.1159174,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-05-25,5,"",LW,63291,A,CTAIN,2565,,,,,,,,,20,,,,,,,
2649,"",S-Sx72Pli28-7-0.5-20/E-914(15),2012,RESULTS,"",Operational,54.46512813,-126.1159174,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-05-25,5,"",FDI,53670,B,CTAIN,2320,,,,,,,,,20,,,,,,,
1329652,"",S-Pli65Sx21Bl14-7-1.3-18/E-1170(18),2012,RESULTS,"",Operational,53.97168905,-125.3975886,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-07-07,7,"",FDI,53615,B,CTAIN,1080,,,,,,,,,18,,,,,,,
1329652,"",S-Pli65Sx21Bl14-7-1.3-18/E-1170(18),2012,RESULTS,"",Operational,53.97168905,-125.3975886,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-07-07,7,"",LW,63291,A,CTAIN,2835,,,,,,,,,18,,,,,,,
1329690,"",S-Pli85Sx15-7-1.1-18/E-1200(18),2012,RESULTS,"",Operational,53.83336223,-125.4435151,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-06-23,6,"",LW,63291,A,CTAIN,945,,,,,,,,,18,,,,,,,
1441390,"",S-Pli80Sx19Fdi1-5-0.6-20/E-1144(20),2012,RESULTS,"",Operational,53.89546499,-125.6355855,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-06-18,6,"",LW,63291,A,CTAIN,4095,,,,,,,,,20,,,,,,,
1441390,"",S-Pli80Sx19Fdi1-5-0.6-20/E-1144(20),2012,RESULTS,"",Operational,53.89546499,-125.6355855,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-06-18,6,"",FDI,"","","",,,,,,,,,,20,,,,,,,
1416452,"",S-Pli52Sx36Fdi12-7-1.3-20/E-1133(18),2012,RESULTS,"",Operational,54.44440234,-126.101134,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-05-18,5,"",LW,63291,A,CTAIN,2230,,,,,,,,,20,,,,,,,
1416452,"",S-Pli52Sx36Fdi12-7-1.3-20/E-1133(18),2012,RESULTS,"",Operational,54.44440234,-126.101134,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-05-18,5,"",FDI,53670,B,CTAIN,3590,,,,,,,,,20,,,,,,,
1329691,"",S-Sx52Pli48-5-0.5-18/E-1174(16),2012,RESULTS,"",Operational,53.83603394,-125.4643623,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-06-18,6,"",LW,63291,A,CTAIN,1575,,,,,,,,,18,,,,,,,
1365090,"",S-Pli46Sx43Fdi11-2-0.2-18/E-1075(13),2012,RESULTS,"",Operational,53.90673084,-125.5406533,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-06-23,6,"",LW,63291,A,CTAIN,810,,,,,,,,,18,,,,,,,
1365090,"",S-Pli46Sx43Fdi11-2-0.2-18/E-1075(13),2012,RESULTS,"",Operational,53.90673084,-125.5406533,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-06-23,6,"",FDI,53670,B,CTAIN,2160,,,,,,,,,18,,,,,,,
1402711,"",S-Pli52Sx48-3-0.3-18/E-1123(16),2012,RESULTS,"",Operational,54.36758427,-126.2987235,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-05-18,5,"",FDI,53615,B,CTAIN,18590,,,,,,,,,18,,,,,,,
1402711,"",S-Pli52Sx48-3-0.3-18/E-1123(16),2012,RESULTS,"",Operational,54.36758427,-126.2987235,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-05-18,5,"",LW,63291,A,CTAIN,28185,,,,,,,,,18,,,,,,,
1416450,"",S-Pli69Sx31-6-1.1-20/E-1160(18),2012,RESULTS,"",Operational,54.44336484,-126.080462,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-05-18,5,"",LW,63291,A,CTAIN,480,,,,,,,,,20,,,,,,,
1416450,"",S-Pli69Sx31-6-1.1-20/E-1160(18),2012,RESULTS,"",Operational,54.44336484,-126.080462,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-05-18,5,"",FDI,53670,B,CTAIN,640,,,,,,,,,20,,,,,,,
1416451,"",S-Pli68Sx24Fdi8-7-1.1-19/E-1133(18),2012,RESULTS,"",Operational,54.44347423,-126.0718938,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-05-18,5,"",LW,63291,A,CTAIN,2025,,,,,,,,,19,,,,,,,
1416451,"",S-Pli68Sx24Fdi8-7-1.1-19/E-1133(18),2012,RESULTS,"",Operational,54.44347423,-126.0718938,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-05-18,5,"",FDI,53670,B,CTAIN,3500,,,,,,,,,19,,,,,,,
1440391,"",S-Pli61Sx32Fdi7-6-0.9-19/E-1154(18),2012,RESULTS,"",Operational,53.92708654,-125.8099379,,,,SBSmc2,SBSmc2,SBSdk/05,"",,,,,,2012-06-25,6,"",FDI,53670,B,CTAIN,14040,,,,,,,,,19,,,,,,,
1440391,"",S-Pli61Sx32Fdi7-6-0.9-19/E-1154(18),2012,RESULTS,"",Operational,53.92708654,-125.8099379,,,,SBSmc2,SBSmc2,SBSdk/05,"",,,,,,2012-06-25,6,"",LW,63291,A,CTAIN,1260,,,,,,,,,19,,,,,,,
1416412,"",S-Pli91Bl6Sx3-6-0.8-17/E-908(18),2012,RESULTS,"",Operational,54.45359407,-125.8867364,,,,SBSmc2,SBSmc2,SBSmc2/02,"",,,,,,2012-06-26,6,"",FDI,53670,B,CTAIN,9495,,,,,,,,,17,,,,,,,
1416412,"",S-Pli91Bl6Sx3-6-0.8-17/E-908(18),2012,RESULTS,"",Operational,54.45359407,-125.8867364,,,,SBSmc2,SBSmc2,SBSmc2/02,"",,,,,,2012-06-26,6,"",LW,63291,A,CTAIN,5250,,,,,,,,,17,,,,,,,
1329653,"",S-Pli51Sx44Fdi5-7-1.1-20/E-1167(18),2012,RESULTS,"",Operational,53.89815822,-125.49688,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-06-18,6,"",FDI,53670,B,CTAIN,3240,,,,,,,,,20,,,,,,,
1329653,"",S-Pli51Sx44Fdi5-7-1.1-20/E-1167(18),2012,RESULTS,"",Operational,53.89815822,-125.49688,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-06-18,6,"",LW,63291,A,CTAIN,1890,,,,,,,,,20,,,,,,,
1330210,"",S-Pli96Sx4-7-1.2-20/E-1108(18),2012,RESULTS,"",Operational,53.89310583,-125.4437759,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-07-18,7,"",LW,63291,A,CTAIN,2775,,,,,,,,,20,,,,,,,
1329610,"",S-Pli82Sx18-7-1.2-17/E-831(18),2012,RESULTS,"",Operational,53.89051566,-125.7428702,,,,SBSdk,SBSdk,SBSdk/02,"",,,,,,2012-06-20,6,"",FDI,53615,B,CTAIN,1970,,,,,,,,,17,,,,,,,
1329610,"",S-Pli82Sx18-7-1.2-17/E-831(18),2012,RESULTS,"",Operational,53.89051566,-125.7428702,,,,SBSdk,SBSdk,SBSdk/02,"",,,,,,2012-06-20,6,"",LW,63291,A,CTAIN,8505,,,,,,,,,17,,,,,,,
1402630,"",S-Pli69Sx29Fdi2-7-1.5-20/E-1133(18),2012,RESULTS,"",Operational,53.89850344,-125.6563592,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-07-20,7,"",LW,63291,A,CTAIN,1740,,,,,,,,,20,,,,,,,
1402630,"",S-Pli69Sx29Fdi2-7-1.5-20/E-1133(18),2012,RESULTS,"",Operational,53.89850344,-125.6563592,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-07-20,7,"",FDI,53670,B,CTAIN,1350,,,,,,,,,20,,,,,,,
1416413,"",S-Pli90Sx8Bl2-6-0.7-17/E-923(18),2012,RESULTS,"",Operational,54.45708042,-125.8661393,,,,SBSmc2,SBSmc2,SBSmc2/02,"",,,,,,2012-06-27,6,"",FDI,53670,B,CTAIN,22680,,,,,,,,,17,,,,,,,
1416413,"",S-Pli90Sx8Bl2-6-0.7-17/E-923(18),2012,RESULTS,"",Operational,54.45708042,-125.8661393,,,,SBSmc2,SBSmc2,SBSmc2/02,"",,,,,,2012-06-27,6,"",LW,63291,A,CTAIN,5355,,,,,,,,,17,,,,,,,
1364015,"",S-Pli68Sx22Bl10-6-0.8-19/E-956(18),2012,RESULTS,"",Operational,54.47438531,-125.8824127,,,,SBSmc2,SBSmc2,SBSmc2/10,"",,,,,,2012-06-27,6,"",LW,63291,A,CTAIN,8730,,,,,,,,,19,,,,,,,
1239292,"",S-Bl40Pli39Sx21-20-2.1-22/I-1161(19),2012,RESULTS,"",Operational,54.37322541,-125.7188542,,,,ESSFmc,ESSFmc,SBSmc2/01,"",,,,,,2012-06-28,6,"",FDI,53670,B,CTAIN,4320,,,,,,,,,22,,,,,,,
1402713,"",S-Pli52Sx44Bl4-6-0.8-18/E-1035(17),2012,RESULTS,"",Operational,54.36687379,-126.2672225,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-06-23,6,"",FDI,53615,B,CTAIN,3315,,,,,,,,,18,,,,,,,
1402713,"",S-Pli52Sx44Bl4-6-0.8-18/E-1035(17),2012,RESULTS,"",Operational,54.36687379,-126.2672225,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-06-23,6,"",LW,63291,A,CTAIN,4880,,,,,,,,,18,,,,,,,
1440417,"",S-Sx53Pli47-7-0.7-20/E-920(18),2012,RESULTS,"",Operational,53.95808699,-125.3628824,,,,SBSmc2,SBSmc2,SBSdk/07,"",,,,,,2012-06-25,6,"",LW,63291,A,CTAIN,1575,,,,,,,,,20,,,,,,,
1440417,"",S-Sx53Pli47-7-0.7-20/E-920(18),2012,RESULTS,"",Operational,53.95808699,-125.3628824,,,,SBSmc2,SBSmc2,SBSdk/07,"",,,,,,2012-06-25,6,"",FDI,53615,B,CTAIN,1080,,,,,,,,,20,,,,,,,
1440311,"",S-Sx59Pli33Fdi8-8-0.8-20/E-1114(18),2012,RESULTS,"",Operational,53.96963707,-125.4195314,,,,SBSdw3,SBSdw3,SBSdk/01,"",,,,,,2012-06-23,6,"",LW,63291,A,CTAIN,3465,,,,,,,,,20,,,,,,,
1439910,"",S-Pli70Sx27Fdi3-8-1.1-21/E-1200(18),2012,RESULTS,"",Operational,53.86211063,-125.3969478,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-06-23,6,"",FDI,53670,B,CTAIN,1350,,,,,,,,,21,,,,,,,
1476054,"",S-Sx59Pli36Bl4Fdi1-1-0.2-19/E-1174(12),2012,RESULTS,"",Operational,54.20455204,-126.4410191,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-06-12,6,"",FDI,48678,B,CTAIN,3060,,,,,,,,,19,,,,,,,
1476030,"",S-Pli52Sx48-8-1.0-20/E-1100(18),2012,RESULTS,"",Operational,53.92180547,-125.8178188,,,,SBSmc2,SBSmc2,SBSdk/01,"",,,,,,2012-07-07,7,"",FDI,53670,B,CTAIN,540,,,,,,,,,20,,,,,,,
1476030,"",S-Pli52Sx48-8-1.0-20/E-1100(18),2012,RESULTS,"",Operational,53.92180547,-125.8178188,,,,SBSmc2,SBSmc2,SBSdk/01,"",,,,,,2012-07-07,7,"",LW,63291,A,CTAIN,630,,,,,,,,,20,,,,,,,
109859,"",S-Pli91Fdi9-16-3.1-20/E-1025(15),2012,RESULTS,"",Operational,52.08065401,-122.3775751,,,,IDFdk3,IDFdk3,IDFdk3/01,"",,,,,,2012-05-13,5,"",PY,41710,B,CTAIN,2825,,,,,,,,,20,,,,,,,
1476791,"",S-Pli66Sx34-7-1.3-20/E-1087(18),2012,RESULTS,"",Operational,53.89387172,-125.4621052,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-06-22,6,"",LW,63291,A,CTAIN,5100,,,,,,,,,20,,,,,,,
1416310,"",S-Sx61Pli36Fdi3-1-0.2-19/E-1173(12),2012,RESULTS,"",Operational,54.18011218,-127.048998,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-05-20,5,"",FDI,48678,B,CTAIN,1800,,,,,,,,,19,,,,,,,
1415450,"",S-Sx54Pli34Fdi11Bl1-1-0.2-19/E-1200(12),2012,RESULTS,"",Operational,53.97332232,-126.7199082,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-06-03,6,"",FDI,48678,B,CTAIN,2715,,,,,,,,,19,,,,,,,
1329111,"",S-Pli58Sx36Bl6-8-1.9-18/E-1185(18),2012,RESULTS,"",Operational,53.71519931,-127.0681051,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-06-20,6,"",FDI,48678,B,CTAIN,540,,,,,,,,,18,,,,,,,
1305911,"",S-Sx61Pli34Bl5-1-0.2-19/E-1200(12),2012,RESULTS,"",Operational,53.9661364,-127.1841411,,,,SBSmc2,SBSmc2,SBSmc2/05,"",,,,,,2012-06-10,6,"",FDI,48678,B,CTAIN,990,,,,,,,,,19,,,,,,,
1316730,"",S-Sx49Pli49Bl2-1-0.2-19/E-1200(12),2012,RESULTS,"",Operational,53.98413776,-126.7048698,,,,SBSdk,SBSdk,SBSmc2/05,"",,,,,,2012-05-17,5,"",FDI,48678,B,CTAIN,3015,,,,,,,,,19,,,,,,,
1415331,"",S-Sx64Pli36-1-0.1-19/E-1165(11),2012,RESULTS,"",Operational,53.78739147,-126.7200431,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2012-06-06,6,"",FDI,48678,B,CTAIN,1825,,,,,,,,,19,,,,,,,
1415910,"",S-Sx64Pli33Bl3-1-0.2-19/E-1194(12),2012,RESULTS,"",Operational,53.73542934,-126.8190166,,,,SBSmc2,SBSmc2,SBSmc2/05,"",,,,,,2012-06-20,6,"",FDI,48678,B,CTAIN,1470,,,,,,,,,19,,,,,,,
1425630,"",S-Fdi70Sx30-1-0.2-22/E-1200(13),2012,RESULTS,"",Operational,52.97288511,-119.3972978,,,,SBSdh1,SBSdh1,SBSdh1/01,"",,,,,,2012-06-09,6,"",LW,63291,A,CTAIN,1800,,,,,,,,,22,,,,,,,
-627150000,"",S-Pli98Sx2-7-1.5-20/E-1200(18),2012,RESULTS,"",Operational,53.90285017,-124.2880097,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2012-05-05,5,"",FDI,63197,A,CTAIN,4050,,,,,,,,,20,,,,,,,
1335950,"",S-Pli91Sx9-4-0.7-18/E-1095(15),2012,RESULTS,"",Operational,54.48506625,-124.6345482,,,,SBSdw3,SBSdw3,SBSdw3/04,"",,,,,,2012-05-26,5,"",LW,63291,A,CTAIN,5130,,,,,,,,,18,,,,,,,
